,title,rating,review_num,price
1232,Rare Bar & Grill,4,647,$$ - $$$
1233,The Mark Restaurant by Jean Georges,4,347,$$$$
1234,Mintons,4.5,116,$$ - $$$
1235,Astro Restaurant,4,634,$
1236,BareBurger,4.5,126,$$ - $$$
1237,Cafe 28,4,201,$
1238,Aldo Sohm Wine Bar,4.5,119,$$ - $$$
1239,Heidelberg Restaurant,4,241,$$ - $$$
1240,Shanghai Cafe,4,285,$
1241,Barbetta,4,470,$$$$
1242,Los Tacos No. 1,4.5,54,$
1243,Cafe Frida,4,427,$$ - $$$
1244,Root & Bone,4,174,$$ - $$$
1245,Lansdowne Road,4.5,119,$$ - $$$
1246,Food Gallery 32,4.5,101,$
1247,The Heartland Brewery and Rotisserie at the Empire State Building,4,2342,$$ - $$$
1248,The Spotted Pig,4,2169,$$ - $$$
1249,Connollys Pub & Restaurant,4,260,$$ - $$$
1250,Dafni Greek Taverna,4,547,$$ - $$$
1251,Famous Famiglia,4,139,$
1252,Tacombi,4,121,$$ - $$$
1253,Le Pain Quotidien,4,189,$$ - $$$
1254,Isle of Capri,4.5,179,$$ - $$$
1255,City Lobster & Steakhouse,4,706,$$ - $$$
1256,Sake Bar Hagi,4,252,$$ - $$$
1257,Gyu-Kaku Japanese BBQ Dining,4,204,$$ - $$$
1258,LAVO Italian Restaurant & Nightclub,4,823,$$$$
1259,Brother Jimmys BBQ,4,363,$$ - $$$
1260,Uncle Jacks Steakhouse Westside,4,596,$$$$
1261,Da Umberto,4.5,144,$$$$
1262,Arco Cafe,4.5,145,$$ - $$$
1263,Mokbar,4.5,115,$$ - $$$
1264,Catch NYC,4,1343,$$$$
1265,Rue 57,4,2219,$$ - $$$
1266,Tavern 29,4,154,$$ - $$$
1267,Dekalb Market Hall,4.5,60,$
1268,Bareburger,4.5,60,$$ - $$$
1269,Gemma,4,398,$$ - $$$
1270,Harrys Italian Pizza Bar,4,313,$$ - $$$
1271,Normas,4,1377,$$$$
1272,Brunetti Pizza,4.5,107,$$ - $$$
1273,Serafina,4,1473,$$ - $$$
1274,Scarlatto,4,759,$$ - $$$
1275,Abigaels,4.5,206,$$$$
1276,Indian Project,4.5,82,$$ - $$$
1277,Gaby Brasserie Francaise,4,281,$$ - $$$
1278,Orsay,4,290,$$ - $$$
1279,Almanac,4.5,93,$$$$
1280,Byblos Restaurant,4.5,132,$$ - $$$
1281,Pera Mediterranean Brasserie,4,300,$$ - $$$
1282,Bistro Chat Noir,4,213,$$ - $$$
1283,Orale Mexican Kitchen,4.5,131,$$ - $$$
1284,Kefi,4,392,$$ - $$$
1285,Satis Bistro,4.5,153,$$ - $$$
1286,Obao,4,171,$$ - $$$
1287,cafeteria,4,656,$$ - $$$
1288,Jules Bistro,4,174,$$ - $$$
1289,Vapiano Union Square,4,290,$$ - $$$
1290,Moonstruck Diner,4,590,$$ - $$$
1291,LA SIRENE,4.5,156,$$ - $$$
1292,Sushi of Gari,4.5,250,$$$$
1293,Excuse My French,5,49,$$ - $$$
1294,Playwright Celtic Pub,4,778,$$ - $$$
1295,Joes Pizza Of Park Slope,4.5,75,$
1296,Corner Bistro,4,987,$
1297,Roccos Tacos and Tequila Bar Brooklyn,4,285,$$ - $$$
1298,Delice & Sarrasin,4.5,67,$$ - $$$
1299,Damore Winebar & Ristorante,5,52,$$ - $$$
1300,Babbalucci,4.5,82,$$ - $$$
1301,Rare Chelsea,4,394,$$ - $$$
1302,Sardis Restaurant,4,1781,$$ - $$$
1303,lAmico,4,320,$$ - $$$
1304,Little Italy Pizza,4,155,$
1305,STK Midtown,4,599,$$$$
1306,Russian Samovar,4,280,$$ - $$$
1307,Basera Indian Bistro,4,203,$$ - $$$
1308,Miss Korea BBQ,4,534,$$ - $$$
1309,Gallo Nero Wine Bar and Grill,4,206,$$ - $$$
1310,Superiority Burger,4.5,50,$
1311,Szechuan Gourmet,4,319,$$ - $$$
1312,Nai Tapas Bar,4.5,98,$$ - $$$
1313,Ecco!,4.5,152,$$ - $$$
1314,Omars Kitchen & Bakery,4.5,85,$
1315,Speedys Fresh Food Cafe,4,151,$
1316,Alfies,4.5,109,$$ - $$$
1317,Big Daddys,4,215,$$ - $$$
1318,Stout,4,378,$$ - $$$
1319,Covina,4.5,108,$$ - $$$
1320,Blue Dog Kitchen,4.5,86,$$ - $$$
1321,P.J. Clarkes,4,1018,$$ - $$$
1322,TBar,4.5,121,$$$$
1323,Bamontes Restaurant,4,182,$$ - $$$
1324,Cascade Cafe,4.5,118,$
1325,Public,4,431,$$$$
1326,Sarabeths Tribeca,4,394,$$ - $$$
1327,Friedmans,4.5,60,$$ - $$$
1328,Lexington Brass,4,671,$$ - $$$
1329,Essex World Cafe,4,155,$
1330,Wolfgangs Steakhouse,4,838,$$$$
1331,Patsys Pizza--74th Street,4,266,$$ - $$$
1332,Fabio Cucina Italiana,4.5,180,$$$$
1333,Bacchus,4,125,$$ - $$$
1334,Hard Rock Cafe,4,8176,$$ - $$$
1335,Il Baretto,4.5,70,$$ - $$$
1336,Becco,4,3659,$$ - $$$
1337,La Mela Ristorante,4,740,$$ - $$$
1338,Tulsi,4,231,$$$$
1339,Roast Kitchen,4,191,$
1340,Judge Roy Bean Public House,4.5,97,$
1341,Goa Taco,4.5,63,$
1342,Barn Joo,4,131,$$ - $$$
1343,The John Dory Oyster Bar,4,398,$$ - $$$
1344,Resette,4,283,$$ - $$$
1345,Berimbau,4.5,118,$$ - $$$
1346,Playwright Tavern & Restaurant,4,312,$$ - $$$
1347,Aria,4.5,179,$$ - $$$
1348,Friedmans,4,113,$$ - $$$
1349,Epicerie Boulud,4,191,$$ - $$$
1350,Sala One Nine,4.5,119,$$ - $$$
1351,Cafe Un Deux Trois,4,1417,$$ - $$$
1352,Vai,4.5,130,$$ - $$$
1353,Molly Wee Pub,4,182,$$ - $$$
1354,Nyonya,4,297,$$ - $$$
1355,The Todd English Food Hall,4,182,$$ - $$$
1356,Aita,4.5,68,$$ - $$$
1357,City Winery,4,359,$$ - $$$
1358,Panera Bread,4,146,$
1359,Meadowsweet,4.5,111,$$$$
1360,Star on 18,4.5,98,$
1361,Waverly Diner,4,231,$
1362,Sacco Pizza,4.5,107,$
1363,Sojourn,4.5,102,$$ - $$$
1364,Bistecca Fiorentina,4,227,$$ - $$$
1365,Narcissa,4,246,$$$$
1366,Cafe Luluc,4,167,$$ - $$$
1367,Cafe Select,4,152,$$ - $$$
1368,Qi Bangkok Eatery,4,233,$$ - $$$
1369,Amsterdam Ale House,4,293,$$ - $$$
1370,Barilla Restaurants,4,1053,$
1371,Amaranth Restaurant,4,230,$$ - $$$
1372,Chimichurri Grill,4,254,$$ - $$$
1373,Dim Sum Go Go,4,377,$
1374,River Deli,4.5,93,$$ - $$$
1375,Buceo 95,4.5,103,$$ - $$$
1376,Croton Reservoir Tavern,4,172,$$ - $$$
1377,The London Bar,4,769,$$$$
1378,Barboncino,4.5,117,$$ - $$$
1379,Cucina Liberta Market,4,141,$
1380,Lantern,4,123,$$ - $$$
1381,Storico,4,198,$$ - $$$
1382,Zio Ristorante,4.5,125,$$ - $$$
1383,Corner Social,4,169,$$ - $$$
1384,Da Nico Ristorante,4,879,$$ - $$$
1385,Sarabeths Central Park South,4,2880,$$ - $$$
1386,Mercury Bar,4.5,129,$$ - $$$
1387,SEA thai restaurant and bistro,4,374,$$ - $$$
1388,Tacuba Hells Kitchen Cantina Mexicana,4,134,$$ - $$$
1389,Taverna Kyclades East Village,4.5,139,$$ - $$$
1390,Mulligans Pub,4,185,$$ - $$$
1391,Cesca,4,275,$$$$
1392,Melbas,4,168,$$ - $$$
1393,Freddie and Peppers,4.5,147,$
1394,Serafina Always,4,268,$$ - $$$
1395,Harlem Tavern,4,320,$$ - $$$
1396,Contra,4.5,116,$$$$
1397,Square Diner,4,157,$
1398,Arno Ristorante,4,311,$$ - $$$
1399,Eds Chowder House,4,491,$$ - $$$
1400,La Villetta,4.5,74,$$ - $$$
1401,Blue Ribbon Sushi Izakaya,4.5,110,$$ - $$$
1402,Earls Beer and Cheese,4.5,97,$
1403,Heights Cafe,4,221,$$ - $$$
1404,Sant Ambroeus,4,192,$$ - $$$
1405,Ca Va Todd English,4,384,$$$$
1406,Gradisca,4.5,140,$$ - $$$
1407,PJ Carneys,4,172,$$ - $$$
1408,Amelias Restaurant,4,129,$
1409,Cafe Colette,4.5,106,$$ - $$$
1410,Premier Cafe,4,306,$
1411,Brass Monkey,4,208,$$ - $$$
1412,Reserve Cut at The Setai,4.5,153,$$$$
1413,The Bar Room,4.5,111,$$ - $$$
1414,Akdeniz,4,139,$$ - $$$
1415,Villa Mosconi,4.5,170,$$ - $$$
1416,Neta,4.5,126,$$$$
1417,Uno Pizzeria & Grill,4,351,$$ - $$$
1418,The Greek Tribeca,4.5,109,$$ - $$$
1419,Cara Mia,4,446,$$ - $$$
1420,Awadh,4.5,122,$$ - $$$
1421,Laut,4,193,$$ - $$$
1422,The Standard Biergarten,4,302,$$ - $$$
1423,810 Deli Incorporated,4,321,$
1424,Vinegar Hill House,4,170,$$ - $$$
1425,AlMar,4,161,$$ - $$$
1426,Dos Caminos,4,386,$$ - $$$
1427,Barawine,4,138,$$ - $$$
1428,The Jeffrey Craft Beer Bar and Bites,4.5,85,$$ - $$$
1429,Bills Townhouse,4.5,122,$$ - $$$
1430,Cecconis Dumbo,4,179,$$ - $$$
1431,Tavern on Jane,4.5,120,$$ - $$$
1432,Skyline Gourmet Deli,4.5,97,$
1433,Chop Shop,4.5,67,$$ - $$$
1434,Just Salad,4.5,112,$
1435,121 Fulton Street Restaurant,4,170,$$ - $$$
1436,Yerba Buena,4.5,112,$$ - $$$
1437,Bombay Grill House,4.5,92,$$ - $$$
1438,Patsys Pizzeria,4,207,$$ - $$$
1439,Zengo,4,235,$$ - $$$
1440,Lupulo,4,218,$$ - $$$
1441,Bareburger,4.5,124,$$ - $$$
1442,Coppolas East,4.5,131,$$ - $$$
1443,Pizza Rollio,4.5,87,$$ - $$$
1444,Racines,4.5,73,$$$$
1445,Burrito Box,4.5,72,$
1446,Freds at Barneys New York,4,275,$$ - $$$
1447,Empire Steak House 54th Street,4,636,$$$$
1448,Hale and Hearty Soups--Lexington Avenue,4.5,104,$
1449,Jin Ramen,4.5,127,$$ - $$$
1450,Pier A,4,581,$$ - $$$
1451,Sukhumvit 51,4.5,90,$
1452,I Trulli,4,243,$$ - $$$
1453,Tonys Di Napoli,4.5,84,$$ - $$$
1454,MoMAs Cafe 2,4,385,$$ - $$$
1455,Takashi,4.5,135,$$ - $$$
1456,A A Jing,4.5,113,$$ - $$$
1457,Andys Deli,4.5,69,$
1458,the Junction,4.5,91,$
1459,Theatre Row Diner,4,420,$$ - $$$
1460,Sals Little Italy,4,226,$$ - $$$
1461,Le Pain Quotidien - Lexington,4,218,$$ - $$$
1462,Galli Restaurant,4,216,$$ - $$$
1463,Bailey Pub and Brasserie,4,169,$$ - $$$
1464,Chipotle Mexican Grill,4,148,$
1465,Sotto 13,4.5,114,$$ - $$$
1466,P.J. Clarkes on the Hudson,4,398,$$ - $$$
1467,The Bedford,4.5,76,$$ - $$$
1468,94 Corner Cafe,4,139,$
1469,Mexicue,4,124,$$ - $$$
1470,Speedy Romeo,4.5,110,$$ - $$$
1471,Emmetts,4.5,64,$$ - $$$
1472,Downtown Cipriani,4,461,$$$$
1473,Charlie Bird,4,164,$$ - $$$
1474,Le Zie,4,142,$$ - $$$
1475,Bohemian,4.5,78,$$$$
1476,Ponche Taqueria & Cantina,4.5,69,$
1477,Oda House,4.5,81,$$ - $$$
1478,Nomad,4,152,$$ - $$$
1479,Izakaya NoMad,4.5,80,$$ - $$$
1480,Bryant Park Cafe,4,229,$$ - $$$
1481,Iron Chef House,4.5,102,$$ - $$$
1482,Santina,4,417,$$ - $$$
1483,Galaxy Diner,4,378,$
1484,Cacio e Vino,4.5,122,$$ - $$$
1485,Gnocco,4.5,171,$$ - $$$
1486,Woorijip,4,155,$
1487,Jeffreys,4.5,140,$$ - $$$
1488,Bar Boulud,4,795,$$$$
1489,Bedford & Co.,4,150,$$ - $$$
1490,Bonchon,4,180,$$ - $$$
1491,El Rio Grande,4,180,$$ - $$$
1492,Il Violino,4,239,$$ - $$$
1493,Sarabeths Park Avenue South,4,422,$$ - $$$
1494,Haven Rooftop,4,629,$$ - $$$
1495,The Mercer Kitchen,4,1367,$$ - $$$
1496,Dallas BBQ,4,453,$$ - $$$
1497,Shrine Bar,5,50,$
1498,Tartine,4,179,$$ - $$$
1499,The Melt Shop,4.5,73,$
1500,Grimaldis,4,440,$$ - $$$
1501,Kiabacca Bar,4.5,61,$$ - $$$
1502,Empellon Taqueria,4,183,$$ - $$$
1503,Under The Bridge,4.5,57,$$ - $$$
1504,Two 8 Two Bar and Burger,4.5,75,$$ - $$$
1505,Rosarios Pizzeria,4.5,90,$
1506,Toloache,4.5,105,$$ - $$$
1507,Burke & Wills,4,118,$$ - $$$
1508,Boqueria - Spanish Tapas Upper East Side,4,129,$$ - $$$
1509,Andaz 5th Avenue,4.5,139,$$ - $$$
1510,Miriam,4.5,125,$$ - $$$
1511,Hale and Hearty Soup,4.5,71,$
1512,Dunhill Cafe & Caterers,4,112,$
1513,The Original Soup Man,4,128,$
1514,Lazzaras Pizza Cafe,4,172,$$ - $$$
1515,Norma,4.5,46,$$ - $$$
1516,Meme on Hudson,4.5,131,$$ - $$$
1517,Ivy Bar & Grill,4,130,$$ - $$$
1518,Caravaggio Restaurant,4.5,182,$$$$
1519,Le Pain Quotidien,4,377,$$ - $$$
1520,Elephant & Castle West,4,157,$$ - $$$
1521,The Wayfarer,4,574,$$ - $$$
1522,Nice Matin,4,825,$$ - $$$
1523,Sons of Thunder,4.5,50,$
1524,Brgr,4,208,$
1525,Dallas BBQ Times Square,4,3118,$$ - $$$
1526,Amelias Bistro,4.5,138,$$ - $$$
1527,Gran Electrica,4,152,$$ - $$$
1528,Madison Restaurant - First Ave,4,150,$$ - $$$
1529,D.J. Reynolds,4,168,$$ - $$$
1530,Settepani,4,131,$$ - $$$
1531,Iguana New York,4,475,$$ - $$$
1532,by CHLOE.,4.5,93,$$ - $$$
1533,Georgias Eastside BBQ,4.5,107,$$ - $$$
1534,Bricolage,4.5,68,$$ - $$$
1535,Wagamama,4,150,$$ - $$$
1536,Oldcastle Pub & Restaurant,4,235,$$ - $$$
1537,Angelos Pizza,4,535,$$ - $$$
1538,Bettolona,4.5,72,$$ - $$$
1539,Bassanova Ramen,4.5,106,$$ - $$$
1540,Posto Thin Crust Pizza,4.5,91,$$ - $$$
1541,Uncle Nicks,4,253,$$ - $$$
1542,B&H; Dairy,4.5,80,$
1543,McGettigans NYC,4,156,$$ - $$$
1544,Brasserie Cognac,4,517,$$ - $$$
1545,Red Poke,4.5,45,$
1546,Trattoria Bianca,4,205,$$ - $$$
1547,Buddha Bodai,4,132,$
1548,Au Bon Pain,4,119,$
1549,Chazz Palminteri Italian Restaurant,4,146,$$$$
1550,Mamo Restaurant,4.5,140,$$ - $$$
1551,Deux AMIS,4,111,$$ - $$$
1552,Zenkichi,4.5,124,$$$$
1553,Novita,4,171,$$$$
1554,P.S. Kitchen,4.5,48,$$ - $$$
1555,Larb Ubol,4,131,$$ - $$$
1556,Annabel,4.5,105,$$ - $$$
1557,Tim Ho Wan,4,122,$$ - $$$
1558,Boulton & Watt,4.5,87,$$ - $$$
1559,The Quarter,4.5,116,$$ - $$$
1560,Gloo NYC,4.5,72,$$ - $$$
1561,Spitzers Corner,4,121,$$ - $$$
1562,Reichenbach Hall,4,330,$$ - $$$
1563,Carlyle Restaurant,4,307,$$$$
1564,Meske,4.5,119,$$ - $$$
1565,Nuchas,4.5,101,$
1566,Bangkok House,4,214,$$ - $$$
1567,Delmonicos Kitchen,4,198,$$$$
1568,Maison Pickle,4.5,96,$$ - $$$
1569,Z Deli Discount Supermarket,4.5,81,$
1570,Marlow & Sons,4.5,121,$$ - $$$
1571,Sobaya,4.5,147,$$ - $$$
1572,Le Pain Quotidien,4,157,$$ - $$$
1573,biricchino,4,140,$$ - $$$
1574,Beyoglu,4,262,$$ - $$$
1575,Il Mulino,4,227,$$$$
1576,Lasso,4.5,144,$$ - $$$
1577,Madison & Vine,4,468,$$ - $$$
1578,Butter Midtown,4,878,$$$$
1579,BLVD Bistro,4.5,97,$$ - $$$
1580,Ruby Tuesday,4,1961,$$ - $$$
1581,Jack The Horse Tavern,4.5,116,$$ - $$$
1582,Barbalu Restaurant,4.5,118,$$ - $$$
1583,Japonica,4.5,117,$$ - $$$
1584,Claw Daddys,4.5,80,$$ - $$$
1585,Piccoli Trattoria,4.5,70,$$ - $$$
1586,Blooms Delicatessen,4,138,$$ - $$$
1587,Europa Cafe,4,536,$
1588,Mamasita Bar & Grill,4.5,144,$$ - $$$
1589,Patrizias Pizza and Pasta,4.5,104,$$ - $$$
1590,Blue Bar,4,186,$$ - $$$
1591,The Australian NYC,4,202,$$ - $$$
1592,Mikes Bistro,4.5,147,$$$$
1593,Dont Tell Mama,4,316,$$ - $$$
1594,Mortons The Steakhouse,4,180,$$$$
1595,Smiths Bar and Restaurant,4,780,$$ - $$$
1596,Peking Duck House,4,616,$$ - $$$
1597,Vietnaam Restaurant,4,89,$$ - $$$
1598,Balvanera,4.5,71,$$ - $$$
1599,STK,4,778,$$$$
1600,Bucca Di Beppo,4,271,$$ - $$$
1601,Five Guys,4.5,71,$
1602,Smithfield Hall,4.5,89,$$ - $$$
1603,Dizengoff,4.5,66,$
1604,The Smile,4,149,$$ - $$$
1605,Bravo Pizza,4,165,$
1606,Pings,4,243,$$ - $$$
1607,Zaitzeff,4,163,$$ - $$$
1608,Bills Bar & Burger,4,719,$$ - $$$
1609,San Marino Ristorante,4.5,79,$$ - $$$
1610,Augustinos,4.5,94,$$ - $$$
1611,The Cheesecake Factory,4,198,$$ - $$$
1612,Turco,4.5,84,$
1613,Tortilla Flats,4,133,$$ - $$$
1614,Hummus Kitchen,4,129,$$ - $$$
1615,Sushiya,4,154,$$ - $$$
1616,Thai Villa,4.5,76,$$ - $$$
1617,Burger & Lobster,4.5,77,$$ - $$$
1618,La Nonna Restaurant,4,427,$$ - $$$
1619,Le Pain Quotidien,4,226,$$ - $$$
1620,Joes Shanghai,4,539,
1621,Harney & Sons Soho,4.5,97,
1622,Lombardis Pizza,4,4358,
1623,House of Lasagna,4,360,
1624,The Cinnamon Snail,4.5,85,
1625,Teddys Bar and Grill,4.5,75,
1626,The Edge Harlem,4.5,67,
1627,Pauls on Times Square,4,177,
1628,Lupes East LA Kitchen,4,137,
1629,Sanctuary T,4,158,
1630,Mama Mia 44sw,4,148,
1631,Feast,4.5,59,
1632,Zen Ramen Sushi,4.5,66,
1633,J. G. Melon,4,181,
1634,Frankie & Johnnies Steakhouse,4,553,
1635,Heartland Brewery,4,470,
1636,Chopt Creative Salad,4.5,74,
1637,Kobeyaki,4,124,
1638,Da Gennaro Restaurant,4,1241,
1639,Rosarito Fish Shack,4,137,
1640,Randolphs Bar & Lounge,4,304,
1641,Cafe Oliviero,4,153,
1642,Pig N Whistle On 36th,4,162,
1643,Balade,4.5,142,
1644,Grays Papaya,4,1342,
1645,LExpress,4,231,
1646,Da Marcella Taverna,4.5,110,
1647,Wild Ginger,4,92,
1648,Good Stuff Diner,4,149,
1649,Dos Caminos,4,688,
1650,The Good Fork,4.5,88,
1651,Manousheh NYC,4.5,50,
1652,Fish Tag,4,140,
1653,Cafe Europa,4,377,
1654,Jeremys Ale House,4.5,94,
1655,Murphys Tavern,4,155,
1656,The Bao,4.5,98,
1657,Pizzeria Sirenetta,4.5,62,
1658,Times Deli Cafe,4,129,
1659,Bowery Meat,4,145,
1660,Flinders Lane,4.5,58,
1661,The Pickle Guys,4.5,85,
1662,Chavelas,4.5,138,
1663,Trestle on Tenth,4,170,
1664,Cafe Espanol,4,249,
1665,HENRYs,4,189,
1666,Lukes Lobster Midtown East,4,121,
1667,One Dine,4,205,
1668,Applejack Diner,4,900,
1669,Big Nicks Pizza Joint,4,169,
1670,Talde,4.5,160,
1671,Pearl Street Diner,4,173,
1672,Jean Claude 2,4.5,86,
1673,Majestic Pizza Corp,4.5,118,
1674,Houndstooth Pub,4,418,
1675,Kelloggs NYC,4.5,114,
1676,AGAVE,4,192,
1677,Tre,4.5,100,
1678,Terra Wine Bar,4,167,
1679,White Oak Tavern,4.5,92,
1680,Empire Steak House East 50th Street,4,131,
1681,Florian,4.5,92,
1682,Trattoria Belvedere,4,213,
1683,Mimis Restaurant,4,252,
1684,Il Cantinori,4,178,
1685,Aburiya Kinnosuke,4,151,
1686,Utsav Restaurant,4,498,
1687,Petite Abeille,4,178,
1688,Dos Caminos,4,492,
1689,Essen Slow Fast Food,4,125,
1690,Highlands,4.5,80,
1691,Ammos Estiatorio,4,247,
1692,Cipriani Dolci,4,321,
1693,Daniela Trattoria,4,917,
1694,Pegu Club,4.5,65,
1695,Opry City Stage,4,103,
1696,Connollys Pub and Restaurant,4,100,
1697,Nha Trang One,4,141,
1698,Bistro Le Steak,4,109,
1699,Lenwich,4,111,
1700,Prime Meats,4,133,
1701,Hummus and Pita Co,4.5,85,
1702,Nanoosh,4,126,
1703,Broadway Lounge & Terrace,4,232,
1704,Simit Sarayi,4,123,
1705,The Simone,4.5,83,
1706,Wolf & Lamb Steakhouse,4,159,
1707,Hello Deli,4.5,83,
1708,Blossom Du Jour,4.5,87,
1709,El Porron,4,118,
1710,Meson Sevilla,4,302,$$ - $$$
1711,Old Homestead Steakhouse,4,1011,$$$$
1712,The Waverly Inn and Garden,4,278,$$$$
1713,Court Street,4.5,108,$$ - $$$
1714,Bar Tabac,4,185,$$ - $$$
1715,Hale and Hearty Soup,4.5,70,$
1716,Angus Club Steakhouse,4.5,120,$$$$
1717,Village Taverna,4.5,112,$$ - $$$
1718,Totto Ramen,4,135,$
1719,Parm NYC,4,203,$$ - $$$
1720,Kitchenette,4,138,$$ - $$$
1721,T45 Restaurant,4,190,$$ - $$$
1722,The Smoke Joint,4,175,$$ - $$$
1723,Barbes Restaurant,4,148,$$ - $$$
1724,Lillies Victorian Establishment,4,130,$$ - $$$
1725,Peaches,4.5,210,$$ - $$$
1726,Great NY Noodletown,4,295,$
1727,Tiella,4.5,94,$$ - $$$
1728,Murray Hill Market,4,84,$
1729,Perrine,4.5,54,$$$$
1730,Blaue Gans,4,154,$$ - $$$
1731,Niu Noodle House,4.5,73,$$ - $$$
1732,Gee Whiz Restaurant,4,161,$
1733,Cafe Metro,4,186,$
1734,Bhatti Indian Grill,4,182,$$ - $$$
1735,Mudville 9,4,164,$$ - $$$
1736,Gennaro,4,166,$$ - $$$
1737,Gabby OHaras,4,102,$$ - $$$
1738,Breakroom,4.5,46,$
1739,BaoHaus,4,110,$
1740,Brooklyn Fare,4.5,131,$$$$
1741,Ottos Tacos,4.5,75,$
1742,Ryan Maguires Ale House,4.5,91,$$ - $$$
1743,Ulysses,4,254,$$ - $$$
1744,The Malt House,4,124,$$ - $$$
1745,Saraghina Bakery,4.5,236,$$ - $$$
1746,Mangia,4,186,$$ - $$$
1747,Heartland Brewery Chophouse,4,1087,$$ - $$$
1748,Hampton Chutney Co.,4.5,89,$
1749,Pause Cafe,5,41,$
1750,Bar Ciccio Alimentari,4.5,67,$$ - $$$
1751,Dhaba,4,224,$$ - $$$
1752,Island Burgers & Shakes,4.5,82,$$ - $$$
1753,Tick Tock Diner,4,3362,$$ - $$$
1754,St. Cloud Social Rooftop,4,157,$$ - $$$
1755,Pok Pok NY,4,196,$$ - $$$
1756,Blackwells Pub and Restaurant,4,110,$$ - $$$
1757,Eat Here Now,4,185,$
1758,Westville Dumbo,4.5,70,$$ - $$$
1759,Verde on Smith,4.5,72,$$ - $$$
1760,Chopt,4.5,96,$
1761,Famiglia Pizzeria,4,141,$
1762,Babas Pierogies,5,37,$$ - $$$
1763,Mother Burger,4,129,$
1764,Yuca Bar,4,147,$$ - $$$
1765,Sant Ambroeus,4.5,82,$$ - $$$
1766,The Meatball Shop,4,139,$$ - $$$
1767,The National,4,991,$$ - $$$
1768,Thalia,4,984,$$ - $$$
1769,Brother Jimmys BBQ,4,209,$$ - $$$
1770,The Breslin,4,706,
1771,Nearys,4.5,83,
1772,Hop Kee Restaurant,4,275,
1773,LAdresse,4.5,93,
1774,Lanterns Keep,4.5,74,
1775,Amish Market,4.5,93,
1776,B Squared,4.5,63,
1777,Giuseppes Pizza,4.5,72,
1778,Le Marais,4,473,
1779,La Stanza,4,103,
1780,Jing Fong Restaurant,4,565,
1781,Antonucci,4.5,120,
1782,Dos Caminos,4,567,
1783,Teresas Restaurant,4,208,
1784,Toms Restaurant,4,561,
1785,Cornerstone Cafe,4.5,102,
1786,Saggio,4.5,86,
1787,The Ritz-Carlton New York,4.5,71,
1788,The Garden at The Four Seasons,4.5,113,
1789,Death & Co,4,191,
1790,Spunto Thin Crust Pizza,4.5,90,
1791,Vics,4,105,
1792,Black Shack Burger,4,193,
1793,The View Restaurant & Lounge,4,5069,
1794,Mon Petit Cafe Inc,4,166,
1795,Nelson Blue,4,118,
1796,Trattoria Dante Caffe Dante,4,120,
1797,Bennys Burritos,4,145,
1798,Brandy Library,4.5,110,
1799,Tribeca Bagels,4.5,79,
1800,Pasha,4,181,$$ - $$$
1801,indikitch,4,90,$
1802,The Water Club,4,220,$$$$
1803,Cosi,4,165,$
1804,Sociale,4,168,$$ - $$$
1805,Mamas Pizza,4,91,$
1806,The Palm Tribeca,4,145,$$$$
1807,Lallisse Mediterranean Wine & Food,4.5,112,$$ - $$$
1808,Juice Generation,4.5,56,$
1809,Ethos Gallery 51,4,227,$$ - $$$
1810,The Russian Tea Room,3.5,1428,$$$$
1811,pax wholesome food,4,153,$
1812,Connollys Pub and Restaurant,4,104,$$ - $$$
1813,Allswell,4,121,$$ - $$$
1814,Le Baratin,4.5,85,$$ - $$$
1815,Ristorante Altesi,4.5,107,$$ - $$$
1816,Mykonos Blue Restaurant & Rooftop,4.5,68,$$ - $$$
1817,Michael Jordans The Steak House N.Y.C.,4,929,$$$$
1818,Chick-fil-A,4,94,$
1819,Lillys craft and kitchen,4.5,69,$$ - $$$
1820,Noodies Thai Kitchen,4.5,75,$$ - $$$
1821,Soba Totto,4,130,$$ - $$$
1822,Ajisai Japanese Restaurant,4,133,$$ - $$$
1823,Pippali,4.5,102,$$ - $$$
1824,Pomodoro,4,192,$
1825,99 Cent Fresh Pizza,4.5,59,$
1826,Brooklyn Bowl,4.5,91,$$ - $$$
1827,New York Burger Co.,4,157,$
1828,Panera Bread,4,226,$
1829,Pizza Gruppo,4.5,71,$$ - $$$
1830,Landmarc,4,247,$$ - $$$
1831,Zagara,4.5,64,$$ - $$$
1832,Yatenga French Bistro and Bar,4.5,68,$$ - $$$
1833,The Kati Roll Company,4.5,114,$
1834,Astoria Seafood,4.5,78,$$ - $$$
1835,Le Singe Vert,4,131,$$ - $$$
1836,Il caffe latte,4.5,92,$$ - $$$
1837,BoCaphe,4.5,70,$$ - $$$
1838,Ashtons Alley Sports Bar,4,129,$$ - $$$
1839,Dylans Candy Bar,4,248,$$ - $$$
1840,Iron Bar New York,4,392,$$ - $$$
1841,A.O.C. Laile ou la Cuisse,4,304,$$ - $$$
1842,John Sullivans Bar & Grill,4,150,$$ - $$$
1843,Subway,4,133,$
1844,Ichiumi,4,723,$$ - $$$
1845,Famous Original Rays Pizza,3.5,799,$
1846,Ki Sushi,4.5,66,$$ - $$$
1847,High Street on Hudson,4,125,$$ - $$$
1848,Caliente Cab,4,249,$$ - $$$
1849,Osteria del Principe,4.5,80,$$ - $$$
1850,The Cannibal Beer & Butcher,4.5,126,$$ - $$$
1851,Grimaldis Pizzeria,4,4109,$$ - $$$
1852,La Piccola Cucina,4.5,56,$$ - $$$
