,title,rating,review_num,price
598,Lincoln Ristorante,4.5,541,$$$$
599,DB Bistro Moderne,4,1279,$$$$
600,Traif,4.5,146,
601,Marcony,4.5,212,
602,Benny Tudinos,4.5,230,
603,Maysville,4.5,171,
604,Trattoria DellArte,4,1595,
605,Kiss My Slice,4.5,77,
606,City Diner,4,368,
607,Terri,4.5,104,
608,Gelso & Grand,4,652,
609,Emporium Brasil,4.5,337,
610,Cheri,4.5,168,
611,Noodle Pudding,4.5,191,
612,Pret A Manger,4.5,724,
613,Freemans Restaurant,4,599,
614,Mustang Harrys,4,301,
615,Ipanema Restaurant,4.5,609,
616,Kodama Sushi,4.5,370,
617,Trattoria Spaghetto,4,288,
618,Mighty Quinns Barbeque,4.5,143,
619,Minetta Tavern,4,996,
620,Raines Law Room,4.5,173,
621,Kikis,4.5,115,
622,Baccarat Hotel Bar,4.5,133,
623,Pershing Square,4,2166,
624,Main Noodle House,4,233,
625,Juliette,4,362,
626,The Odeon,4.5,439,
627,Coppolas Pizzeria Restaurant,4.5,367,
628,Jane,4,418,
629,The Comfort Diner,4,810,
630,The House of Brews,4,275,$$ - $$$
631,Casa Enrique,4.5,199,$$ - $$$
632,Shake Shack,4.5,557,$
633,The Keg Room,4,651,$$ - $$$
634,Marys Fish Camp,4.5,245,$$ - $$$
635,Bistango at the Kimberly Hotel,4.5,176,$$ - $$$
636,Cornelia Street Cafe,4,342,$$ - $$$
637,The Ginger Man,4.5,240,$$ - $$$
638,The Loeb Boathouse at Central Park,4,3316,$$ - $$$
639,Nougatine at Jean Georges,4,995,$$$$
640,Bread & Butter Market,4,250,$
641,Il Buco Alimentari & Vineria,4,381,$$ - $$$
642,The Roxy Lounge,4.5,77,$$ - $$$
643,Five Guys,4.5,253,$
644,North End Grill,4.5,360,$$$$
645,Good Enough to Eat,4,694,$$ - $$$
646,Bar Bacon,4,278,$$ - $$$
647,Xian Famous Foods,4.5,247,$
648,Casa Mono,4,459,$$ - $$$
649,Gaonnuri,4.5,460,$$$$
650,Thai Select,4.5,319,$$ - $$$
651,Waldys Wood Fired Pizza & Penne,4.5,275,$
652,McHales Bar & Grill,4.5,406,$$ - $$$
653,Uncle Boons,4.5,205,$$ - $$$
654,Frankies Spuntino 457,4.5,200,$$ - $$$
655,Pi Greek Bakerie,4.5,109,$$ - $$$
656,Basta Pasta,4.5,263,$$ - $$$
657,The Three Monkeys,4.5,560,$$ - $$$
658,Souvlaki GR,4.5,160,$
659,Havana NY,4.5,176,$$ - $$$
660,Tao,4,3311,$$$$
661,Old Town Bar,4,149,$$ - $$$
662,Tir na Nog,4,619,$$ - $$$
663,OReillys Bar & Kitchen,4.5,363,$$ - $$$
664,Morrell Wine Bar & Cafe,4,261,$$ - $$$
665,Chez Josephine,4.5,817,$$$$
666,Johns of Times Square,4,5294,$$ - $$$
667,AG Kitchen,4,375,$$ - $$$
668,Shanghai Asian Cuisine,4.5,209,$
669,Kung Fu Little Steamed Buns Ramen,4,274,$
670,5 Napkin Burger,4,654,$$ - $$$
671,Park Avenue Autumn/Winter/Spring/Summer,4,473,$$$$
672,Metro Diner,4,417,$
673,Tasty Cafe,4.5,108,$
674,Foragers,4.5,182,$$ - $$$
675,Little Italy Pizza,4,219,$
676,Liberty House Restaurant,4,349,$$$$
677,North Square,4,215,$$ - $$$
678,Bubbys High Line,4,876,$$ - $$$
679,BXL Cafe,4,356,$$ - $$$
680,Mollys Pub & Restaurant,4.5,200,$$ - $$$
681,Osteria al Doge,4,1175,$$ - $$$
682,Eataly Downtown,4,1071,$$ - $$$
683,Smac,4.5,371,$
684,Hendriks,4,165,$$ - $$$
685,The Smith,4,899,$$ - $$$
686,Manhattan Diner,4,466,$
687,Cafe Cluny,4,318,$$ - $$$
688,Hudson Clearwater,4.5,173,$$ - $$$
689,Chart House,4.5,506,$$$$
690,DBGB Kitchen & Bar,4,491,
691,Battello,4,250,
692,limani,4,306,
693,Armani Ristorante,4.5,298,
694,dellanima,4.5,159,
695,Angels Share,4.5,85,
696,Refinery Rooftop,4.5,601,
697,Rosa Mexicano - First Avenue,4,564,
698,Bea,4,252,
699,Shake Shack,4,1477,
700,Il Buco,4,457,
701,The Rum House,4,470,
702,Joseph Leonard,4.5,171,
703,West Bank Cafe,4,306,
704,Westville,4.5,160,
705,Almond,4,258,
706,My Pie Pizzeria Romana,4.5,102,
707,The Irish Pub,4,708,
708,Strip House,4,592,
709,Community Food & Juice,4,254,
710,Bathtub Gin,4,324,
711,Bond 45 Italian Kitchen & Bar,4,1066,
712,Hu Kitchen,4.5,172,
713,Shanghai Asian Manor,4.5,203,
714,French Louie,4.5,119,
715,Asiate,4.5,974,
716,Speedy Deli,4.5,172,
717,The Green Table,4.5,468,
718,Morandi,4,473,
719,Pret A Manger,4.5,352,
720,Pampano New York,4,307,
721,Peasant,4,339,
722,The Clam,4.5,127,
723,Salumeria Rosi,4,330,
724,Lattanzi Ristorante,4,692,
725,OLunneys,4,862,
726,Bull & Bear Steakhouse,4,778,
727,Gigino Trattoria,4,227,
728,The Crooked Knife,4,263,
729,Obao,4.5,594,
730,Egg,4,326,
731,Ariana Afghan Kabab Restaurant,4.5,143,
732,Tender Restaurant,4,238,
733,Tir Na Nog - Penn Station,4,248,
734,Crif Dogs,4,380,
735,"One if by Land, Two if by Sea",4,727,
736,Apotheke,4.5,246,
737,The Skylark,4.5,212,
738,Food Emporium,4,352,
739,Sylvias Restaurant,4,1746,
740,Bogota Latin Bistro,4.5,202,
741,44 1/2,4,229,
742,Baker & Co,4.5,120,
743,Hundred Acres,4,297,
744,Elysian Cafe,4.5,176,
745,Jacks Restaurant & Bar,4,352,
746,Brooklyn Diner,4,2516,
747,Ellens Stardust Diner,4,17824,
748,Jams Restaurant,4,406,
749,Amy Ruths Home Style Southern Cuisine,4,765,
750,Mariella Pizza,4.5,163,$
751,Rocking Horse Cafe,4.5,219,$$ - $$$
752,Ootoya,4.5,169,$$ - $$$
753,Charlie Palmer Steak,4.5,197,$$$$
754,Delicatessen,4,518,$$ - $$$
755,Le Pain Quotidien,4,653,$$ - $$$
756,The Fat Radish,4,222,$$ - $$$
757,Lucali,4.5,156,$$ - $$$
758,Turkish Kitchen,4.5,293,$$ - $$$
759,Triomphe,4,279,$$$$
760,Fresh & Co,4,194,$
761,Inakaya,4,300,$$ - $$$
762,Redeye Grill,4,1055,$$$$
763,Rana,4,321,$$ - $$$
764,Harlem Shake,4,383,$
765,Antique Garage,4,361,$$ - $$$
766,Sticky Rice,4.5,97,$$ - $$$
767,Isadoras Cafe,4,220,$
768,Room Service,4,318,$$ - $$$
769,Loring Place,4.5,86,$$$$
770,Le Gigot,4.5,151,$$ - $$$
771,Ceci Italian Cuisine,4,546,$$ - $$$
772,Uva,4,390,$$ - $$$
773,Kashkaval,4.5,150,$$ - $$$
774,New York Beer Company,4,313,$$ - $$$
775,Locanda Verde,4,1084,$$$$
776,burger joint,4,4676,$
777,Temple Court,4.5,155,$$$$
778,Fogo de Chao Brazilian Steakhouse,4,897,$$$$
779,Porto Leggero,4.5,168,$$$$
780,Pascalou,4.5,196,$$ - $$$
781,Virgils Real BBQ -Time Square,4,3874,$$ - $$$
782,Havana Central Times Square,4,1579,$$ - $$$
783,Blooms Cafe,4,567,$$ - $$$
784,Cowgirl,4,226,$$ - $$$
785,Thai Market,4.5,152,$$ - $$$
786,Park Avenue Tavern,4,431,$$ - $$$
787,Whole Foods Market,4.5,115,$$ - $$$
788,Red Rooster Harlem,4,2182,$$ - $$$
789,Please Dont Tell,4,412,$$ - $$$
790,Five Napkin Burger,4,320,$$ - $$$
791,Le Bilboquet,4,278,$$$$
792,Fraunces Tavern Restaurant,4,1162,$$ - $$$
793,The Smith,4,1379,$$ - $$$
794,Raymi,4,219,$$ - $$$
795,Black Tap Craft Burgers & Beer,4,259,$$ - $$$
796,Sushi of Gari 46,4,320,$$$$
797,Broome Street Bar,4,261,$$ - $$$
798,Bocado Wine Bar & Restaurant,4,164,$$ - $$$
799,Aureole,4.5,1048,$$$$
800,Quality Italian,4,672,$$$$
801,Obica Mozzarella Bar - Flatiron,4,229,$$ - $$$
802,Russian Vodka Room,4.5,157,$$ - $$$
803,Bistro Milano,4,619,$$ - $$$
804,Alta,4,411,$$ - $$$
805,Risotteria Melotti NYC,4.5,132,$$ - $$$
806,The Butchers Daughter,4,626,$$ - $$$
807,Foleys Pub & Restaurant,4,261,$$ - $$$
808,"Chocolate by the Bald Man, Max Brenner",4,1850,$$ - $$$
809,Il Cortile,4,708,$$ - $$$
810,Cafe Cranberry,4,651,$
811,Hunt & Fish Club,4,258,$$$$
812,Stone Park Cafe,4.5,188,$$ - $$$
813,Wok To Walk,4,239,$
814,The Palm Too,4,383,$$$$
815,I Sodi,4.5,186,$$ - $$$
816,Seven Bistro,4,202,$$ - $$$
817,Frankie & Johnnies Steakhouse,4,297,$$$$
818,Naya Mezze & Grill,4.5,162,$$ - $$$
819,Pomodoro Rosso,4,289,$$ - $$$
820,Maloney & Porcelli,4,714,$$$$
821,Pod 39,4,227,$$ - $$$
822,Totto Ramen,4.5,176,$
823,Pret,4,259,$
824,CHO DANG GOL,4,274,$$ - $$$
825,Lure Fishbar,4,574,$$ - $$$
826,Maria Pia,4,625,$$ - $$$
827,Malatesta Trattoria,4.5,208,$$ - $$$
828,Atlantic Grill,4,437,$$$$
829,La Contenta,4.5,59,$$ - $$$
830,Toms Restaurant,4.5,336,$
831,Connollys Pub & Restaurant,4,1322,$$ - $$$
832,Westside Market NYC,4.5,98,$
833,The Clocktower,4,298,$$$$
834,Chai Thai Kitchen,4,266,$$ - $$$
835,Petes Tavern,4,363,$$ - $$$
836,The Grey Dog,4.5,155,$$ - $$$
837,Cafe Fiorello,4,1151,$$ - $$$
838,Pazza Notte,4,885,$$ - $$$
839,Sangria 46,4,482,$$ - $$$
840,Razza Pizza Artigianale,4.5,114,$$ - $$$
841,El Vez,4,281,$$ - $$$
842,Gotham West Market,4,417,$
843,Buttermilk Channel,4.5,232,$$ - $$$
844,The Red Flame Diner,4,2098,$
845,Rosa Mexicano - Lincoln Center,4,1206,$$ - $$$
846,Pongsri Thai Restaurant,4,655,$$ - $$$
847,Barbounia,4,332,$$ - $$$
848,Ootoya,4.5,120,$$ - $$$
849,The Sea Grill,4,612,$$$$
850,Dicksons Farmstand Meats,4.5,108,$
851,Monkey Bar,4,523,$$$$
852,Maialino Resturant,4.5,823,$$$$
853,Melt Shop,4,142,$
854,MarkJoseph Steakhouse,4.5,184,$$$$
855,Trader Joe,4.5,106,$
856,Top Hops,4.5,93,$$ - $$$
857,Azalea,4.5,735,$$ - $$$
858,Petit Poulet,4,299,$$ - $$$
859,Glass House Tavern,4,712,$$ - $$$
860,Pick A Bagel,4.5,160,$
861,Ninos 46,4,283,$$ - $$$
862,Fanelli Cafe,4,298,$$ - $$$
863,The Smith,4,275,$$ - $$$
864,Cafe dAlsace,4,306,$$ - $$$
865,Le District,4,398,$$ - $$$
866,Casa Lever,4,244,$$$$
867,The Stagecoach Tavern,4,329,$$ - $$$
868,Five Senses,4.5,119,$$ - $$$
869,Tia Pol,4.5,227,$$ - $$$
870,Circo,4,523,$$$$
871,Fresco by Scotto,4,403,$$$$
872,Gotham Pizza,4,219,$
873,Hide-Chan Ramen,4,152,$
874,Treehaus,4,246,$$ - $$$
875,The Stanton Social,4,779,$$ - $$$
876,Wine 30,4.5,196,$$ - $$$
877,Radegast Hall & Biergarten,4.5,181,$$ - $$$
878,OBriens Irish Pub & Restaurant,4,497,$$ - $$$
879,Hearth,4,270,$$$$
880,Da Claudio,4.5,140,$$ - $$$
881,Tout Va Bien,4,398,$$ - $$$
882,Le Colonial,4,340,$$$$
883,Playwright Irish Pub,4,645,$$ - $$$
884,Miss Lilys,4,250,$$ - $$$
885,Extra Virgin,4,297,$$ - $$$
886,Morgans Brooklyn Barbecue,4.5,95,$$ - $$$
887,Lafayette Grand Cafe and Bakery,4,498,$$ - $$$
888,Brownstone Diner & Pancake,4,567,$$ - $$$
889,Cafe Gitane,4,312,$$ - $$$
890,EN Japanese Brasserie,4,296,$$$$
891,Cacio e Pepe,4.5,144,$$ - $$$
892,ODonoghues Pub and Restaurant,4,651,$$ - $$$
893,Nano Ecuadorian Kitchen,4.5,87,$$ - $$$
894,Periyali,4.5,183,$$ - $$$
895,Le Grainne Cafe,4,198,$$ - $$$
896,Spice Symphony 31st,4.5,64,$$ - $$$
897,Perilla,4.5,203,$$$$
898,Gigino Wagner Park,4,331,$$ - $$$
899,Cosme,4,590,$$$$
900,Little Italy NYC,4,273,$$ - $$$
901,Lexington Candy Shop,4,224,$
902,Jack Doyles,4,277,$$ - $$$
903,Nizza,4,896,$$ - $$$
904,Cherche Midi,4,224,$$ - $$$
905,Tonic Times Square,4,180,$$ - $$$
906,West End Bar & Grill,4,323,$$ - $$$
907,Claudette,4,166,$$ - $$$
908,Johns of 12th Street,4,292,$$ - $$$
909,Tri Tip Grill,4,277,$$ - $$$
910,GMT Tavern,4.5,179,$$ - $$$
911,Sams Place,4,255,$$ - $$$
912,Elmo,4,270,$$ - $$$
913,Puglia Restaurant,4,397,$$ - $$$
914,Nix,4.5,129,$$ - $$$
915,Angelos Pizza,4,1551,$$ - $$$
916,HB Burger,4,640,$$ - $$$
917,Topaz Thai Restaurant,4,629,$$ - $$$
918,Bar Primi,4,179,$$ - $$$
919,Ritz Diner,4,360,$
920,Chipotle Mexican Grill,4,246,$
921,Rosa Mexicano - Union Square,4,404,$$ - $$$
922,Salinas,4.5,223,$$$$
923,Hama Japanese Cuisine,4.5,114,$$ - $$$
924,Numero 28 Pizzeria Napoletana,4.5,165,$$ - $$$
925,Bread & Tulips,4,227,$$ - $$$
926,Shake Shack,4,216,$
927,Dannys Gourmet,4,211,$
928,Jacob Restaurant,4.5,96,$
929,Pietrasanta Restaurant,4,274,$$ - $$$
930,Candle Cafe West,4.5,169,$$ - $$$
931,Wollenskys Grill,4,241,$$ - $$$
932,Cask Bar + Kitchen,4.5,121,$$ - $$$
933,Yemen Cafe and Restaurant,4.5,80,$$ - $$$
934,Manzo,4,378,$$$$
935,Amarone Ristorante,4,909,$$ - $$$
936,Casa Nonna,4,554,$$ - $$$
937,Cafe China,4,449,$$ - $$$
938,Johnny Rockets Diner,4,168,$
939,Paesano of Mulberry Street,4,615,$$ - $$$
940,Cafe Duke,4,220,$
941,The Crosby Bar,4,185,$$ - $$$
942,Jacks Wife Freda,4.5,144,$$ - $$$
943,Le Relais de Venise LEntrecote,4,687,$$ - $$$
944,Five Guys,4,286,$
945,La Pain Quotidien,4,959,$$ - $$$
946,Tavola,4,748,$$ - $$$
947,Papaya King,4,258,$
948,Remedy Diner,4,221,$
949,Wasabi Sushi & Bento,4,537,$
950,Very Fresh Noodles,4.5,61,$
951,Bubba Gump Shrimp Co.,4,11448,$$ - $$$
952,New Wonjo Restaurant,4,395,$$ - $$$
953,Osteria Laguna Restaurant,4,622,$$ - $$$
954,Petrossian Boutique & Cafe,4.5,156,$$ - $$$
955,Sarabeths East,4,503,$$ - $$$
956,Margherita NYCe,4.5,130,$$ - $$$
957,Peacock Alley,4,572,$$$$
958,Pig and Khao,4.5,138,$$ - $$$
959,Shortys,4.5,144,$
960,Darbar,4,300,
961,Tavern on the Green,4,2582,
962,Uncle Jacks Steakhouse - Midtown,4,1149,
963,Briciola,4.5,208,
964,Shake Shack,4,485,
965,Langans Bar & Restaurant,4,583,
966,Pig n Whistle,4,558,
967,Macao Trading Co,4,193,
968,BCD Tofu House,4,193,
969,Friend of a Farmer,4,464,
970,Taverna di Bacco,4.5,113,
971,Spring Natural Kitchen,4,198,
972,Tappo Thin Crust Pizza,4,205,
973,Chipotle Mexican Grill,4,842,
974,Ninja New York,4,893,
975,Walkers,4.5,127,
976,St. Anselm,4.5,175,
977,Clyde Fraziers Wine and Dine,4,183,
978,El Parador Cafe,4.5,179,
979,Wo Hop,4,892,
980,Nippori,4.5,150,
981,Giano,4.5,81,
982,Jubilee,4.5,220,
983,Daltons Bar & Grill,4.5,132,
984,Yum Yum Too,4,366,
985,Giovanni Rana Pastificio e Cucina,4,1207,
986,Famous Amadeus Pizza,4,216,
987,Haru,4,673,
988,Lil Frankies Pizza,4.5,178,
989,VYNL,4,257,
990,Hill Country Barbecue Market,4,960,$$ - $$$
991,J.G. Melon,4,701,$$ - $$$
992,El Almacen,4.5,113,$$ - $$$
993,Toloache 82,4.5,155,$$ - $$$
994,Luna Piena Ristorante,4.5,287,$$ - $$$
995,Brasserie 1605 at the Crowne Plaza Times Square,4,352,$$ - $$$
996,Benoit New York,4,771,$$$$
997,The Standard Grill,4,1623,$$ - $$$
998,Patsys Pizza,4,249,$$ - $$$
999,Fire & Oak - Jersey City,4,334,$$ - $$$
1000,Nom Wah Tea Parlor,4,682,$
1001,Beyond Sushi,4.5,71,$$ - $$$
1002,Brendans Bar & Grill,4,799,$$ - $$$
1003,Patsys,4.5,102,$$ - $$$
1004,Philip Marie Restaurant,4.5,528,$$ - $$$
1005,King Cole Bar,4.5,216,$$$$
1006,Blue Fin,4,1839,$$ - $$$
1007,Teds Montana Grill,4,631,$$ - $$$
1008,Atrium Dumbo,4,261,$$ - $$$
1009,Pign Whistle On Third,4,138,$$ - $$$
1010,At Nine Restaurant & Bar,4.5,94,$$ - $$$
1011,Bella Blu,4.5,236,$$ - $$$
1012,Pax Wholesome Foods,4,241,$
1013,Sushi Nakazawa,4.5,216,$$$$
1014,The East Pole,4,154,$$ - $$$
1015,Greek Kitchen,4,199,$$ - $$$
1016,The House of Brews,4.5,172,$$ - $$$
1017,Bodrum Mediterranean Restaurant,4,135,$$ - $$$
1018,Colonie,4.5,125,$$ - $$$
1019,Angelos of Mulberry Street,4,637,$$ - $$$
1020,Pappardella,4,370,$$ - $$$
1021,Bistro Vendome,4.5,97,$$ - $$$
1022,Johns Coffee Shop,4.5,97,$
1023,California Pizza Kitchen,4,225,$$ - $$$
1024,Wild Ginger Pan Asian,4.5,130,$$ - $$$
1025,The Irish American Pub,4,247,$$ - $$$
1026,LIC Market,4.5,174,$$ - $$$
1027,Sofia Wine Bar and Cafe,4.5,106,$$ - $$$
1028,La Pizza & La Pasta,4.5,147,$$ - $$$
1029,Gallow Green,4,227,$$ - $$$
1030,230 Fifth,4,3050,$$ - $$$
1031,Supernova - Novotel Hotel Times Square,4,432,$$ - $$$
1032,Paulie Gees,4.5,189,$$ - $$$
1033,Bann,4,239,$$ - $$$
1034,La Pecora Bianca,4,277,$$ - $$$
1035,Kellari Taverna,4,805,$$ - $$$
1036,Ovest Pizzoteca,4.5,131,$$ - $$$
1037,District Tap House,4,158,$$ - $$$
1038,Tarallucci e Vino Union Square,4,170,$$ - $$$
1039,Docks Oyster Bar,4,543,$$ - $$$
1040,Schnippers,4,256,$
1041,Mas,4.5,242,$$$$
1042,Lido,4,181,$$ - $$$
1043,Bills Bar & Burger,4,2905,$$ - $$$
1044,David Burke Kitchen,4,449,$$ - $$$
1045,Clover Club,4.5,89,$$ - $$$
1046,Smith & Wollensky,4,2864,$$$$
1047,Lusardis Restaurant,4.5,118,$$$$
1048,Uncle Nicks Greek Cuisine,4,271,$$ - $$$
1049,EJs Luncheonette,4,218,$
1050,Agern,4.5,156,$$$$
1051,Los Mariscos,4.5,54,$
1052,Don Giovanni Ristorante,4,536,$$ - $$$
1053,The Lambs Club,4,839,$$$$
1054,Lips,4,274,$$ - $$$
1055,Morning Star Cafe,4,342,$
1056,La Gioconda,4.5,114,$$ - $$$
1057,Sergimmo Salumeria,4.5,126,$$ - $$$
1058,Blue Note,4,1203,$$ - $$$
1059,Burger Joint,4,404,$
1060,indikitch,4.5,115,$
1061,Dim Sum Palace,4,181,$$ - $$$
1062,Skylight Diner,4,669,$
1063,The Soho Grand Bar & Lounge,4.5,133,$$ - $$$
1064,La Bonne Soupe,4,903,$$ - $$$
1065,Black Seed Bagels,4,173,$
1066,Porteno,4.5,148,$$ - $$$
1067,The Little Beet Table,4.5,97,$$ - $$$
1068,Empire Diner,4,306,$$ - $$$
1069,Cafe Manhattan,4.5,144,$
1070,City Kitchen,4,506,$$ - $$$
1071,The Bread Factory Cafe,4,189,$
1072,Burger and Barrel,4,240,$$ - $$$
1073,Aunt Jakes NYC,4,173,$$ - $$$
1074,Famous Famiglia Pizzeria,4,472,$
1075,Georges Restaurant,4,681,$$ - $$$
1076,Tribeca Grill,4,1085,$$$$
1077,DeGrezia Ristorante,4.5,149,$$$$
1078,The Brindle Room,4.5,143,$$ - $$$
1079,Chirping Chicken,4,227,$
1080,Brooklyn Diner,4,1764,$$ - $$$
1081,Viv Regional Thai Cuisine,4.5,125,$$ - $$$
1082,Westlight,4,172,$$$$
1083,Creamline,4,152,$
1084,Sarabeths West,4,645,$$ - $$$
1085,Draught 55,4.5,84,$$ - $$$
1086,Neapolitan Express,4.5,83,$
1087,Blue Water Grill,4,950,$$$$
1088,Mad Dog & Beans,4,257,$$ - $$$
1089,Rice N Beans,4.5,142,$$ - $$$
1090,Industry Kitchen,4,314,$$ - $$$
1091,Junoon Restaurant,4,637,$$$$
1092,Carroll Place,4.5,130,$$ - $$$
1093,Havana Social,4.5,84,$$ - $$$
1094,Snack EOS,4,157,$$ - $$$
1095,Zoob Zib Thai Authentic Noodle Bar,4.5,141,$$ - $$$
1096,Emily,4.5,82,$$ - $$$
1097,Stage Door Delicatessen,4,319,$$ - $$$
1098,Milon Restaurant,4,192,$
1099,View Of The World,4.5,79,$$ - $$$
1100,Ngam,4.5,144,$$ - $$$
1101,Le Cirque,4,573,$$$$
1102,Peacefood Cafe,4.5,87,$$ - $$$
1103,Non Solo Piada,5,44,$
1104,Pietros,4.5,131,$$$$
1105,Lilia,4.5,133,$$ - $$$
1106,Bluestone Lane,4.5,114,$$ - $$$
1107,The Long Room,4,432,$$ - $$$
1108,Brasserie Ruhlmann,4,545,$$ - $$$
1109,Bobby Vans Steakhouse - 50th Street,4,563,$$$$
1110,Reynards,4,209,$$ - $$$
1111,Joes Shanghai,4,1612,$$ - $$$
1112,John Brown Smokehouse,4.5,312,$$ - $$$
1113,The Dutch,4,766,$$ - $$$
1114,Stella 34 Trattoria,4,893,$$ - $$$
1115,Lavagna,4.5,141,$$ - $$$
1116,Pescatore,4,225,$$ - $$$
1117,Five Guys,4,142,$
1118,Brooklyn Crab,4,214,$$ - $$$
1119,Rocco Steakhouse,4.5,131,$$$$
1120,Mandoo Bar,4,252,$
1121,Bodega Negra,4,203,$$ - $$$
1122,La Mirabelle,4.5,177,$$ - $$$
1123,Merchants River House,4,303,$$ - $$$
1124,Tartinery,4,201,$$ - $$$
1125,Grand Central Oyster Bar & Restaurant,4,4291,$$ - $$$
1126,Cellini,4,368,$$ - $$$
1127,Fairway Cafe,4,299,$$ - $$$
1128,Caviar Russe,4.5,113,$$$$
1129,Le Pain Quotidien,4,1037,$$ - $$$
1130,Cafe Viand,4,708,$$ - $$$
1131,BXL Zoute,4.5,96,$$ - $$$
1132,Valhalla,4.5,100,$$ - $$$
1133,Mercato,4,862,$$ - $$$
1134,Chopt Salad,4.5,117,$
1135,Timna,4.5,63,$$ - $$$
1136,Epistrophy,4,166,$$ - $$$
1137,Wondee Siam I,4.5,127,$
1138,Pepe Rosso Social,4.5,126,$$ - $$$
1139,Il Piccolo Bufalo,4,325,$$ - $$$
1140,Del Friscos Grille,4,786,$$$$
1141,Ashleys Fine Foods,4,344,$
1142,Scallywags Irish Pub and Restaurant,4.5,187,$$ - $$$
1143,Metro Grill,4,330,$$ - $$$
1144,Robertas Pizza,4.5,1145,$$ - $$$
1145,Vandal,4,349,$$$$
1146,Sevilla Restaurant & Bar,4,298,$$ - $$$
1147,Bar Italia,4,235,$$ - $$$
1148,Serafina,4,286,$$ - $$$
1149,Schnippers,4,726,$
1150,La Boite en Bois,4,219,$$ - $$$
1151,Best Pizza,4.5,102,$
1152,The Grange Bar & Eatery,4.5,154,$$ - $$$
1153,Beer Authority NYC,4,707,$$ - $$$
1154,Cosmic Diner,4,849,$
1155,Dirty French,4,347,$$$$
1156,Serafina at The Time Hotel,4,471,$$ - $$$
1157,Legends New York City,4,303,$$ - $$$
1158,Rattle N Hum,4,195,$$ - $$$
1159,Harry Cipriani Restaurant,4,527,$$$$
1160,Arriba Arriba Mexican Restaurant,4,279,$$ - $$$
1161,Oatmeals,4.5,59,$
1162,Chipotle Mexican Grill,4,227,$
1163,BXL East,4.5,110,$$ - $$$
1164,Vintry Wine and Whiskey,4.5,83,$$ - $$$
1165,SuteiShi,4.5,101,$$ - $$$
1166,Mermaid Inn,4,195,$$ - $$$
1167,Ella Kitchen and Bar,4.5,103,$$ - $$$
1168,OReillys Pub & Restaurant,4,185,$$ - $$$
1169,Frying Pan,4,159,$$ - $$$
1170,Omai,4.5,115,$$ - $$$
1171,Salon de Ning ROOFTOP,4,255,$$$$
1172,Hurleys Saloon,4,585,$$ - $$$
1173,Europa Cafe,4,377,$
1174,Karczma Polish Restaurant,4.5,109,$$ - $$$
1175,Barilla Restaurant,4,360,$
1176,The Flatiron Room,4.5,129,$$ - $$$
1177,One World Observatory Restaurant,4,276,$$ - $$$
1178,Route 66 Cafe,4,329,$$ - $$$
1179,Olive Garden,4,4022,$$ - $$$
1180,The Strand Bistro,4.5,194,$$ - $$$
1181,Bryant Park Grill,4,1523,$$ - $$$
1182,Khe-Yo,4.5,147,$$ - $$$
1183,DuMont Burger,4.5,146,$$ - $$$
1184,Meme Mediterranean,4,139,$$ - $$$
1185,Hyatt Regency Jersey City,4.5,132,$$ - $$$
1186,Red Lobster,4,3178,$$ - $$$
1187,Indochine,4,315,$$$$
1188,Rosie OGradys,4,1956,$$ - $$$
1189,Bobby Vans Steak House,4,223,$$$$
1190,Caffe Palermo,4,407,$$ - $$$
1191,Atoboy,4.5,54,$$ - $$$
1192,Nios,4,199,$$ - $$$
1193,Pilsener Haus & Biergarten,4.5,122,$$ - $$$
1194,Le Pain Quotidien,4,217,$$ - $$$
1195,Smashbhrger,4.5,118,$
1196,Yum Yum Bangkok,4,379,$$ - $$$
1197,Pret A Manger,4,147,$
1198,Rucola,4.5,118,$$ - $$$
1199,Lybane,4,260,$$ - $$$
1200,Inatteso Pizzabar,4,186,$$ - $$$
1201,Distilled,4.5,129,$$ - $$$
1202,The Little Beet,4.5,148,$$ - $$$
1203,Eats,4,164,$$ - $$$
1204,Supper,4,216,$$ - $$$
1205,Manettas Ristorante,4.5,151,$$ - $$$
1206,Skinners Loft,4,139,$$ - $$$
1207,Morning Star Restaurant,4,401,$
1208,Bens Kosher Delicatessen Restaurant & Caterers,4,764,$$ - $$$
1209,Maoz Vegetarian,4.5,113,$
1210,Upstairs at the Kimberly,4,299,$$ - $$$
1211,Flor De Mayo Restaurant,4,160,$$ - $$$
1212,Obica Mozzarella Bar - Madison Avenue,4,199,$$ - $$$
1213,Mezetto,4.5,102,$$ - $$$
1214,Il Corallo Trattoria,4,222,$$ - $$$
1215,Pergola Des Artistes,4,297,$$ - $$$
1216,Patsys Pizzeria,4,207,$$ - $$$
1217,Fig & Olive Uptown,4,269,$$ - $$$
1218,Via Quadronno,4,303,$$ - $$$
1219,Brushstroke,4,204,$$$$
1220,Sinigual,4,325,$$ - $$$
1221,Trademark Taste + Grind,4.5,115,$$ - $$$
1222,Babbo,4,1809,$$$$
1223,Table DHote,4.5,89,$$ - $$$
1224,Grimaldis Coal Brick Oven,4,163,$$ - $$$
1225,Megu,4.5,141,$$ - $$$
1226,Il Vagabondo,4.5,202,$$ - $$$
1227,Wolfgangs Steakhouse,4,1048,$$$$
1228,El Quijote,4,300,$$ - $$$
1229,Whole Foods Market,4.5,121,$
1230,Carbone,4,364,$$$$
1231,Joe Gs Restaurant Italiano,4,163,$$ - $$$
